,Price,Title,Hard Drive,Number of USB 3.0 Ports,Brand,Series,Processor Brand,Item model number,Memory Technology,Hard Disk Description,Graphics Chipset Brand,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color,RAM_in_GB,Graphics_Coprocessor_Brand,OS_Name,MANU_Name,Graphics Storage (GB),Laptop_Type,ProcessorManufacturer,ProcessorSpeedGHz,HDD_NEW,SSD_NEW,Hybrid_NEW,Flash_Storage_NEW
842,1317.84,GIGABYTE - G6 (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4050 - Intel i7-13620H - 1TB SSD with 16GB DDR5 RAM - Win11 Home+ (G6 MF-H2US854KH),SSD,3,GIGABYTE,G6 MF-H2US854KH,Intel,G6 MF-H2US854KH,ddr5,SSD,NVIDIA,16.0,1920.0,1200.0,3.43822736,0,other,16.0,NVIDIA,Windows,Other,6,Gaming,Other,2.4,0,0,0,0
843,2447.9864,"HP Elite Dragonfly G4 13.5"" Touchscreen Notebook - WUXGA+ - 1920 x 1280 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - Intel Evo Platform - 16 GB Total RAM - 16 GB On-Board Memory -",1 000 SSD,0,HP,Elite Dragonfly G4,Intel,878J0UTABA,other,Other,Intel,13.5,1920.0,1280.0,0.9979024,0,other,16.0,Intel,Windows,hp,1,Portable,Intel I7,5.0,0,0,0,0
844,724.8664000000001,"Dell 2023 Newest Inspiron Laptop, 15.6"" FHD IPS Touchscreen, Intel Core i5-1155G7(Beats i7-1065G7) Processor (Quad-core), 32GB RAM, 1TB SSD, Wi-Fi, Bluetooth, Windows 11 Home, Carbon Black",1 000 SSD,2,Dell,Dell Inspiron,Intel,Dell Inspiron,other,SSD,Intel,15.6,1920.0,1080.0,1.6556108,0,Carbon,32.0,Intel,Windows,dell,6,Laptop,Intel I5,4.2,0,0,0,0
845,1767.9864000000002,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",512  SSD,3,XKMURT,N16,Intel,Laptop,ddr4,SSD,Intel,16.0,1920.0,1200.0,1.93683784,0,other,16.0,Intel,Windows,Other,2,Laptop,Other,3.0,0,0,0,0
846,1263.5624,"Dell Latitude 5440 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD - Titan Gray",256  SSD,0,Dell,Latitude,Intel,5440,other,Other,Intel,14.0,1920.0,1080.0,2.4267172,0,Gray,16.0,Intel,Windows,dell,16,Portable,Intel I5,4.6,0,0,0,0
847,734.3864000000001,"Lenovo IdeaPad Gaming Chromebook - 2022 - Chromebook Gaming Laptop - Intel Iris XE Graphics - 16"" Display - 8GB Memory - 256GB Storage - Intel i5 12th Gen - Storm Grey",256 ,2,Lenovo,Ideapad,Other,82V8000CUX,other,Other,Intel,16.0,2560.0,1600.0,1.86426312,0,Grey,16.0,Intel,Other,lenovo,6,Gaming,Other,1.3,0,0,0,0
848,478.0264,"Laptop Computer with 16GB DDR4 RAM & 512GB M.2 PCIe NVMe SSD, Intel N95 Up to 2-3.4 GHz, 15.6"" FHD IPS LCD Screen, Backlight Keyboard, Fingerprint Reader, Mini HDMI, USB-A x2, Windows 11 Pro",512  SSD,2,Auusda,F152A,Intel,F152A,ddr4,SSD,Intel,15.6,1920.0,1080.0,2.17270568,0,other,16.0,Intel,Windows,Other,16,Laptop,Other,3.4,0,0,0,0
849,393.04,"acer Aspire 1 Slim 15.6"" FHD Newest Flagship Laptop, 8GB RAM, 128GB eMMC, Dual-Core Intel Celeron Processor, Ethernet Port, WiFi, Webcam, Office 365, Windows 11S +HubxcelAccessory",128  Emmc,2,acer,Newest Flagship Acer Aspire Laptop,Intel,Newest Flagship Acer Aspire Laptop,other,Other,Intel,15.6,1920.0,1080.0,1.65107488,0,other,8.0,Intel,Windows,acer,1,Laptop,Other,1.1,0,0,0,0
850,1767.9864000000002,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",512  SSD,3,XKMURT,N16,Intel,Laptop,ddr4,SSD,Intel,16.0,1920.0,1200.0,1.93683784,0,other,16.0,Intel,Windows,Other,2,Laptop,Other,3.0,0,0,0,0
851,2447.9864,"HP Elite Dragonfly G4 13.5"" Touchscreen Notebook - WUXGA+ - 1920 x 1280 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - Intel Evo Platform - 16 GB Total RAM - 16 GB On-Board Memory -",1 000 SSD,0,HP,Elite Dragonfly G4,Intel,878J0UTABA,other,Other,Intel,13.5,1920.0,1280.0,0.9979024,0,other,16.0,Intel,Windows,hp,1,Portable,Intel I7,5.0,0,0,0,0
852,724.8664000000001,"Dell 2023 Newest Inspiron Laptop, 15.6"" FHD IPS Touchscreen, Intel Core i5-1155G7(Beats i7-1065G7) Processor (Quad-core), 32GB RAM, 1TB SSD, Wi-Fi, Bluetooth, Windows 11 Home, Carbon Black",1 000 SSD,2,Dell,Dell Inspiron,Intel,Dell Inspiron,other,SSD,Intel,15.6,1920.0,1080.0,1.6556108,0,Carbon,32.0,Intel,Windows,dell,6,Laptop,Intel I5,4.2,0,0,0,0
853,1699.9864000000002,"Dell Latitude 9000 9430 14"" Notebook - Full HD Plus - 1920 x 1200 - Intel Core i7 12th Gen i7-1265U Deca-core (10 Core) 1.10 GHz - Intel Evo Platform - 16 GB Total RAM - 16 GB On-Board Memory - 256",256  SSD,0,Dell,Latitude 9000,Intel,9430,other,Other,Intel,14.0,1920.0,1200.0,1.6329312,0,other,16.0,Intel,Windows,dell,1,Portable,Intel I7,1.1,0,0,0,0
854,1115.1864,"HP - Envy 2-in-1 15.6"" Full HD Touch-Screen Laptop - Intel Core i7-16GB Memory - 512GB SSD - Natural Silver",512 ,0,HP,HP Laptop,Intel,15-fe0053dx,other,SSD,Intel,15.6,1920.0,1080.0,2.98917128,0,Silver,16.0,Other,Other,hp,16,Laptop,Intel I7,3.0,0,0,0,0
855,1263.5624,"Dell Latitude 5440 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD - Titan Gray",256  SSD,0,Dell,Latitude,Intel,5440,other,Other,Intel,14.0,1920.0,1080.0,2.4267172,0,Gray,16.0,Intel,Windows,dell,16,Portable,Intel I5,4.6,0,0,0,0
856,5642.64,"EXCaliberPC [2024] MSI Stealth 16 AI Studio A1VIG-026US (Intel Core Ultra 9 185H, 64GB DDR5 RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 4090, 16"" 120Hz MiniLED UHD+, Windows 11 Pro) Gaming Laptop",2 000 SSD,3,EXCaliberPC,MSI Stealth 16 AI Studio,Intel,Stealth 16 AI Studio A1VIG-026US,ddr5,SSD,Intel,16.0,3840.0,2160.0,1.99126888,0,other,16.0,NVIDIA,Windows,Other,6,Laptop,Other,3.8,0,0,0,0
857,637.44,"HP Victus Gaming Laptop, 2023, 15.6"" 1920 x 1080 144 Hz, Intel Core i5-13420H 8-Core, NVIDIA GeForce RTX 3050 6GB, 16GB DDR4, 1TB SSD, Windows 11 Home, Backlit KB, Wi-Fi 6, 720p HD Camera, Blue",1 000 SSD,3,HP,Victus Gaming 15-FA100,Intel,15-FA,ddr4,SSD,Intel,15.6,1920.0,1080.0,2.29517552,0,Blue,16.0,NVIDIA,Windows,hp,6,Gaming,Intel I5,2.6,0,0,0,0
858,611.9864,"HP Touch-Screen Laptop for Business and Student - 15.6"" HD Micro-Edge Display, Intel Core i3-1215U(Beats i5-1135G7), 16GB RAM, 1TB SSD, Numeric Keypad, Fast Charge, Windows 11 Pro",1 000 SSD,3,HP,HP Laptop,Intel,HP Laptop,other,SSD,Intel,15.6,1366.0,768.0,1.70097,0,other,16.0,Intel,Windows,hp,6,Laptop,Intel I3,4.4,0,0,0,0
859,883.9864000000001,"SGIN Laptops, Laptop 17 Inch, 4GB DDR4 128GB SSD Laptops Computer with Intel Core i3 Processor (up to 2.4 GHz), 60800mWh Long Battery, Webcam, Mini HDMI, USB3.2 * 2, Dual WiFi, Type-C, (Black)",128  SSD,0,SGIN,Laptop,Intel,M17S,ddr4,SSD,Intel,17.3,1366.0,768.0,1.84611944,0,Black,4.0,Intel,Other,Other,2,Laptop,Intel I3,2.4,0,0,0,0
860,367.1864000000001,"Laptop, 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core Processors,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",512  SSD,2,Maypug,MYLT1505,Intel,MYLT1505,other,Other,Intel,15.6,1920.0,1080.0,1.72818552,0,other,16.0,Intel,Windows,Other,6,Laptop,Other,2.9,0,0,0,0
861,637.84,Mini Laptop Windows 11 Pro Computer 12GB LPDDR5 512GB SSD 2 in 1 PC 8 inch Touchscreen UHD Netbook Alder Lake-N100 Processor with USB 3.0 Bluetooth 5.2 WiFi 6,512  SSD,1,MECHAZER,ANL5-N100,Other,Laptop,other,SSD,Other,8.0,3840.0,2160.0,1.36531192,0,other,12.0,Other,Windows,Other,2,Laptop,Other,3.0,0,0,0,0
862,734.3864000000001,"Lenovo IdeaPad Gaming Chromebook - 2022 - Chromebook Gaming Laptop - Intel Iris XE Graphics - 16"" Display - 8GB Memory - 256GB Storage - Intel i5 12th Gen - Storm Grey",256 ,2,Lenovo,Ideapad,Other,82V8000CUX,other,Other,Intel,16.0,2560.0,1600.0,1.86426312,0,Grey,16.0,Intel,Other,lenovo,6,Gaming,Other,1.3,0,0,0,0
863,407.97280000000006,"SGIN 17.3 Inch Laptop, 128GB SSD 4GB RAM, Laptop Computer with i3-5005U Processor, PC Notebook with 1920 * 1080 IPS FHD Display, 60800 mWH Battery, 2.4G/5G WiFi, 2X USB 3.2, Type-C, Bluetooth5.0",128  SSD,0,SGIN,M17,Intel,17,other,SSD,Other,17.3,1920.0,1080.0,2.0865232,0,other,16.0,Intel,Other,Other,4,Laptop,Other,3.0,0,0,0,0
864,74.78640000000001,"Acer Chromebook 11 C732-C6WU 11.6"" LCD Chromebook - Intel Celeron N3350 Dual-core (2 Core) 1.10 GHz - 4 GB LPDDR4-32 GB Flash (Renewed)",32  SSD,0,acer,Acer 11.6inch Chromebook,Intel,NX.GUKAA.001-cr,other,Other,Intel,11.6,1366.0,768.0,1.35170416,1,other,4.0,Intel,Other,acer,4,Chromebook,Other,4.0,0,0,0,0
865,412.08,"Dell Latitude 7400 Silver Business Laptop, 14"" FHD (1920 x 1080) Touchscreen, Intel Core i7-8665U 1.9GHz Up to 4.8GHz, 16GB RAM, 512GB SSD, Backlit Keyboard, Windows 10 Pro (Renewed)",512  SSD,0,Dell,Dell Latitude 7400,Intel,7400,other,SSD,Intel,14.0,1920.0,1080.0,1.35170416,1,Silver,16.0,Intel,Windows,dell,16,Laptop,Intel I7,4.0,0,0,0,0
866,488.24,"Acer Aspire 1 Slim 2024 Newest Laptop, 15.6'' Full HD Display, 16GB RAM, 512GB SSD, Dual-Core Intel Celeron N4500, UHD Graphics, RJ45, WiFi, Webcam, 1-Year Microsoft 365, Windows 11S +MarxsolAccessory",512  SSD,2,acer,2023 Newest Acer Aspire 1 15 Inch,Intel,Newest Acer Aspire 1 15 Inch,other,SSD,Intel,15.6,1920.0,1080.0,1.65107488,0,other,16.0,Intel,Windows,acer,1,Laptop,Other,1.1,0,0,0,0
867,297.84000000000003,"Laptop Computer, Intel Celeron Processor, 8GB DDR4 RAM/256GB SSD, 14 Inch FHD 1920x1080 Display, Notebook PC, 2.4G/5G WiFi and Bluetooth 5.1",256  SSD,2,ECOHERO,Gamma,Intel,Laptop,ddr4,SSD,Intel,14.0,1920.0,1080.0,1.2972731199999998,0,other,16.0,Intel,Other,Other,2,Laptop,Other,5.0,0,0,0,0
868,814.6400000000001,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",512  SSD,2,HP,HP 17T,Intel,HP,other,SSD,Other,17.3,1600.0,900.0,2.381358,0,Silver,16.0,Intel,Windows,hp,512,Laptop,Other,3.0,0,0,0,0
869,1767.9864000000002,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",512  SSD,3,XKMURT,N16,Intel,Laptop,ddr4,SSD,Intel,16.0,1920.0,1200.0,1.93683784,0,other,16.0,Intel,Windows,Other,2,Laptop,Other,3.0,0,0,0,0
870,1672.6640000000002,"ASUS ROG Strix G16 (2023) Gaming Laptop, 16” 16:10 FHD 165Hz, GeForce RTX 4050, Intel Core i5-13450HX (10-core), MUX Switch, Wi-Fi 6E, Win 11 Home, w/Mouse Pad (32GB RAM | 2TB PCIe SSD)",2 000 SSD,3,ASUS,ROG Strix G16,Intel,ASUS ROG Strix G16,other,SSD,Intel,16.0,1920.0,1200.0,2.494756,0,other,32.0,NVIDIA,Windows,asus,6,Gaming,Intel I5,2.4,0,0,0,0
871,787.44,"2-in-1 13.5"" 2.5K Dual Screen Touch Laptop Intel 12th Gen CPU Alder Lake-N N100 Windows 11 Home 16GB RAM 512GB SSD",512  SSD,0,Ruchonin,N100,Intel,1,other,SSD,Intel,13.5,3840.0,2160.0,1.360776,0,other,16.0,Other,Windows,Other,2,Laptop,Other,5.0,0,0,0,0
872,1183.5808,"Acer Nitro 5 AN515-57-79TD Gaming Laptop | Intel Core i7-11800H | NVIDIA GeForce RTX 3050 Ti Laptop GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 512GB NVMe SSD | Killer Wi-Fi 6 | Backlit Keyboard",512  SSD,4,acer,AN515-57-79TD,Intel,NH.QESAA.005,ddr4,SSD,Intel,15.6,1920.0,1080.0,2.1772416,0,other,8.0,NVIDIA,Windows,acer,4,Gaming,Intel I7,5.0,0,0,0,0
873,1018.64,"Acer Aspire 5 15 Slim Laptop | 15.6"" FHD (1920 x 1080) IPS |Core i7-1355U | Intel Iris Xe Graphics | 16GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | USB4/Thunderbolt 4 | Backlit KB | A515-58M-7570, Gray",512  SSD,3,acer,A515-58M-7570,Intel,NX.KHFAA.001,other,SSD,Intel,15.6,1920.0,1080.0,1.77808064,0,Gray,16.0,Intel,Windows,acer,6,Laptop,Intel I7,5.0,0,0,0,0
874,651.44,"Lenovo IdeaPad 3i Business Laptop 2023, 15.6"" FHD IPS Touchscreen, Intel Core i3-1115G4 (Upto 4.10 GHz), 16GB RAM, 1TB SSD, UHD Graphics, Webcam, Wi-Fi 6, Long Battery, Win 11 Pro +MarxsolAccessory",1 000 SSD,2,Lenovo,"2023 Newest Lenovo 15.6"" IdeaPad",Intel,"2023 Newest Lenovo 15.6"" IdeaPad",other,SSD,Intel,15.6,1920.0,1080.0,1.65107488,0,other,16.0,Intel,Windows,lenovo,6,Laptop,Intel I3,4.0,0,0,0,0
875,503.1864000000001,"Morostron 15.6"" Full Metal Laptop Intel Quad-Core Processor, 16GB LPDDR4 RAM 256GB SSD and 1080P FHD IPS, Windows 11 Laptop Computer with Backlit Keyboard and Finger Print Touch ID, AC WiFi,Gray",256  SSD,0,Morostron,LeadBook T7 PRO,Intel,LeadBook T7 PRO,other,SSD,Intel,15.6,1920.0,1080.0,1.6782904,0,Gray,16.0,Intel,Windows,Other,16,Laptop,Other,3.0,0,0,0,0
876,297.84000000000003,"Laptop Computer, Intel Celeron Processor, 8GB DDR4 RAM/256GB SSD, 14 Inch FHD 1920x1080 Display, Notebook PC, 2.4G/5G WiFi and Bluetooth 5.1",256  SSD,2,ECOHERO,Gamma,Intel,Laptop,ddr4,SSD,Intel,14.0,1920.0,1080.0,1.2972731199999998,0,other,16.0,Intel,Other,Other,2,Laptop,Other,5.0,0,0,0,0
877,814.6400000000001,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",512  SSD,2,HP,HP 17T,Intel,HP,other,SSD,Other,17.3,1600.0,900.0,2.381358,0,Silver,16.0,Intel,Windows,hp,512,Laptop,Other,3.0,0,0,0,0
878,271.98640000000006,"15.6"" Laptop Computer, Windows 11 laptops, Quad-Core Intel Celeron N5095 Processors, Laptop Computers with 1366 * 768 IPS Display, 5000mAh Battery, 8GB DDR4 256GB SSD, WiFi, Bluetooth, Type-C",256  SSD,0,ANMESC,15,Intel,ANC-S156,ddr4,SSD,Intel,15.6,1366.0,768.0,1.82797576,0,other,16.0,Intel,Windows,Other,6,Laptop,Other,2.9,0,0,0,0
879,384.88000000000005,Lenovo ThinkPad T490 14 HD Notebook - Intel Core i7 (8th Gen) i7-8665U Quad-core 1.90 GHz - 16 GB RAM - 256 GB SSD - Black - Windows 10 Pro (Renewed),256  SSD,3,Lenovo,Thinkpad T490,Intel,Thinkpad T490,other,Other,Intel,14.0,1366.0,768.0,1.75993696,1,Black,16.0,Intel,Windows,lenovo,16,Portable,Intel I7,1.9,0,0,0,0
880,367.1864000000001,"Laptop, 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core Processors,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",512  SSD,2,Maypug,MYLT1505,Intel,MYLT1505,other,Other,Intel,15.6,1920.0,1080.0,1.72818552,0,other,16.0,Intel,Windows,Other,6,Laptop,Other,2.9,0,0,0,0
881,322.32000000000005,"Dell Latitude 5400 Business Laptop with Backlit Keyboard, 14"" FHD(1920x 1080) Laptop, Intel Core i5-8365U up to 4.1GHz, 16GB DDR4 RAM, 512GB SSD, Wi-Fi, Webcam, Windows 10 Pro (Renewed)",512  SSD,4,Dell,Dell Latitude 5400,Intel,Dell Latitude 5400,ddr4,SSD,Intel,14.0,1920.0,1080.0,2.53557928,1,other,16.0,Intel,Windows,dell,4,Laptop,Intel I5,4.0,0,0,0,0
882,1835.9864,"LG gram 15.6” Lightweight Laptop, Intel 13th Gen Core i7, Windows 11 Home, 16GB RAM, 512GB SSD, Black",512  SSD,2,LG,15Z90R-P.AAB7U1,Intel,15Z90R-P.AAB7U1,other,SSD,Intel,15.0,1920.0,1080.0,1.13851592,0,Black,16.0,Intel,Windows,Other,6,Laptop,Intel I7,3.0,0,0,0,0
883,637.84,"HP 15.6"" FHD Flagship Laptop Computer, Intel 6 Core i3-1215U up to 4.4GHz (Beat i5-1155G7), 32GB RAM, 1TB PCIe SSD, Wi-Fi 6, Fingerprinter, Bluetooth, Webcam, Fast Charge, Numpad, HDMI, Win 11",1 000 SSD,1,HP,HP,Intel,HP,other,SSD,Intel,15.6,1920.0,1080.0,2.42218128,0,other,16.0,Intel,Windows,hp,6,Laptop,Intel I3,4.0,0,0,0,0
884,825.5200000000001,"HP 2023 Newest 17 Laptop, 17.3"" HD+ Touchscreen Display, AMD Ryzen 5 7530U Processor (Beats i7-1165G7), 16GB RAM, 512GB SSD, Wi-Fi 6, HDMI, Backlit KB, Webcam, Windows 11 Home, Silver, KKE Accessories",512  SSD,0,HP,TPN-I140_799**AV,AMD,TPN-I140_799**AV,other,SSD,AMD,17.3,1600.0,900.0,2.494756,0,Silver,16.0,AMD,Windows,hp,16,Laptop,AMD RYZEN 5,3.0,0,0,0,0
885,1603.44,"ASUS Zenbook Pro 17 17.3” Touch Display, 165Hz Refresh Rate, AMD Ryzen 7 6800H CPU, GeForce RTX 3050 Graphics, 16GB RAM, 512GB SSD, Windows 11 Home, Tech Black, UM6702RC-DS74T",512  SSD,2,ASUS,ASUS VivoBook Go 14,AMD,UM6702RC-DS74T,other,SSD,AMD,17.3,2560.0,1440.0,2.4902200800000003,0,Black,16.0,AMD,Windows,asus,16,Laptop,AMD RYZEN 7,3.0,0,0,0,0
886,160.48000000000002,"ASUS CX1500CNA Chromebook 15.6"" FHD 1080P, NanoEdge Display (Intel Celeron N3350 Processor, 4GB RAM, 64GB eMMC Flash Memory, Intel HD Graphics, HD Webcam, Stereo Speakers, Chrome OS) Black, (Renewed)",64 ,2,ASUS,CX1500,Intel,CX1500CNA,other,Other,Intel,15.6,1920.0,1080.0,1.80076024,1,Black,4.0,Intel,Other,asus,4,Chromebook,Other,2.4,0,0,0,0
887,814.6400000000001,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",512  SSD,2,HP,HP 17T,Intel,HP,other,SSD,Other,17.3,1600.0,900.0,2.381358,0,Silver,16.0,Intel,Windows,hp,512,Laptop,Other,3.0,0,0,0,0
888,2038.64,"ASUS TUF Gaming Laptop, 15.6"" FullHD Display, Intel Core i7-12700H, 64 GB DDR4 RAM, 2 TB PCIe SSD, NVIDIA GeForce RTX 4070, Windows 11 Home, Mecha Grey",2 000 SSD,0,ASUS,ASUS TUF Gaming,Intel,ASUS TUF Gaming,ddr4,SSD,Intel,15.6,1920.0,1080.0,3.95985816,0,Grey,16.0,NVIDIA,Windows,asus,6,Gaming,Intel I7,4.7,0,0,0,0
889,1223.9864,"HP ZBook Firefly 14 G9 14"" Mobile Workstation - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1270P Dodeca-core (12 Core) - 16 GB Total RAM - 512 GB SSD",512  SSD,0,HP,ZBook Firefly 14 G9,Intel,6Q416UT#ABA,other,SSD,Intel,14.0,1920.0,1200.0,2.23620856,0,other,16.0,Intel,Windows,hp,16,Laptop,Intel I7,4.8,0,0,0,0
890,591.6,"HP 17.3"" Business Laptop, FHD Display, Intel Core i3-N305 Processor(8-Core), 64GB RAM, 1TB SSD, Intel UHD Graphics, Fingerprint, Anti-Glare, WiFi 6, Thin & Light, Windows 11 H",1 000 SSD,3,HP,HP,Intel,Laptop,other,SSD,Intel,15.6,1366.0,768.0,1.70097,0,other,16.0,Intel,Windows,hp,8,Laptop,Intel I3,3.0,0,0,0,0
891,297.84000000000003,"HP 2023 15'' HD IPS Laptop, Windows 11, Intel 4-Core Processor Up to 2.60GHz, 8GB SA RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Silver (Renewed)",128  SSD,1,HP,"HP 15"" Laptop blue",Intel,HPS9,other,SSD,Intel,15.0,1366.0,768.0,2.2044571200000003,1,Silver,8.0,Intel,Windows,hp,8,Laptop,Other,4.0,0,0,0,0
892,2039.9864,"Latest LENOVO Yoga 7i 2-in-1 Laptop | 16"" 2.5K Touchscreen | Intel 12-Core i7-1260P | Iris Xe Graphics | 16GB LPDDR5 2TB SSD | WI-FI 6E | Thunderbolt 4 | HDMI | Backlit KB | FPR | Windows 11 Pro",2 000 SSD,4,LENOVO,82QG0000,Intel,82QG0000,other,SSD,Intel,16.0,2560.0,1600.0,1.98219704,0,other,16.0,Intel,Windows,lenovo,2,Laptop,Intel I7,4.0,0,0,0,0
893,334.54640000000006,"Dell Latitude 5400 14 inches 8th Gen Core i7-8665U 16GB RAM 512GB PCIe SSD FHD 1080P, FPR, Backlit Keyboard (Renewed)",512  SSD,0,Dell,Dell Latitude,Intel,Latitude 5400,other,SSD,Other,14.0,1920.0,1080.0,1.75993696,1,other,16.0,Intel,Windows,dell,1,Laptop,Intel I7,1.9,0,0,0,0
894,322.32000000000005,"Dell Latitude 5400 Business Laptop with Backlit Keyboard, 14"" FHD(1920x 1080) Laptop, Intel Core i5-8365U up to 4.1GHz, 16GB DDR4 RAM, 512GB SSD, Wi-Fi, Webcam, Windows 10 Pro (Renewed)",512  SSD,4,Dell,Dell Latitude 5400,Intel,Dell Latitude 5400,ddr4,SSD,Intel,14.0,1920.0,1080.0,2.53557928,1,other,16.0,Intel,Windows,dell,4,Laptop,Intel I5,4.0,0,0,0,0
895,1425.2800000000002,"Dell G15 5520 15.6 Inch Gaming Laptop – 1080p FHD 120Hz Display, Intel Core i7-12700H, 16GB DDR5 RAM, 512GB SSD, NVIDIA Geforce RTX 3060 6GB GDDR6, Wi-Fi 6, USB C, Windows 11 – Dark Shadow Grey",512  SSD,3,Dell,Dell G15 5520,Intel,G5520-7471BLK-PUS,ddr5,SSD,Intel,15.6,1920.0,1080.0,2.60361808,0,Grey,16.0,NVIDIA,Windows,dell,6,Gaming,Intel I7,4.7,0,0,0,0
896,367.1864000000001,"Laptop Computer, Traditional Laptop Computer, 16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processors, 15.6"" 1080P FHD Laptops, 38000mWh Battery, WiFi, Type-C, TF Card, Mini-HDMI",512  SSD,2,Maypug,MYLT1505,Intel,MYLT1505,ddr4,SSD,Intel,15.6,1920.0,1080.0,1.64653896,0,other,15.0,Intel,Other,Other,6,Laptop,Other,2.9,0,0,0,0
897,306.0,"Dell Latitude 7390 13.3"" FHD Business Laptop, 2.6GHz Intel Core i5-7300U, 16GB RAM 256GB SSD, Webcam, Win10 Pro (Renewed)",256  SSD,0,Dell,Dell Latitude,Intel,Latitude 7390,other,SSD,Intel,13.3,1920.0,1080.0,1.17480328,1,other,16.0,Intel,Windows,dell,2,Laptop,Intel I5,3.0,0,0,0,0
898,917.9864,"HP Pavilion Aero 13 Laptop, AMD Ryzen 5 5625U, 8 GB RAM, 512 GB SSD, 13” WUXGA IPS Display, Windows 11 Home, 16:10 Aspect Ratio, Thin Design, Backlit Keyboard, Long Battery Life (13-be1010nr, 2022)",512  SSD,3,HP,Pavilion 13-be1010nr,AMD,13-be1010nr,other,SSD,AMD,13.3,1920.0,1200.0,0.9979024,0,other,8.0,AMD,Windows,hp,8,Laptop,AMD RYZEN 5,5.0,0,0,0,0
899,503.1864000000001,"Morostron 15.6"" Full Metal Laptop Intel Quad-Core Processor, 16GB LPDDR4 RAM 256GB SSD and 1080P FHD IPS, Windows 11 Laptop Computer with Backlit Keyboard and Finger Print Touch ID, AC WiFi,Gray",256  SSD,0,Morostron,LeadBook T7 PRO,Intel,LeadBook T7 PRO,other,SSD,Intel,15.6,1920.0,1080.0,1.6782904,0,Gray,16.0,Intel,Windows,Other,16,Laptop,Other,3.0,0,0,0,0
900,367.1864000000001,"Laptop Computer, Traditional Laptop Computer, 16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processors, 15.6"" 1080P FHD Laptops, 38000mWh Battery, WiFi, Type-C, TF Card, Mini-HDMI",512  SSD,2,Maypug,MYLT1505,Intel,MYLT1505,ddr4,SSD,Intel,15.6,1920.0,1080.0,1.64653896,0,other,15.0,Intel,Other,Other,6,Laptop,Other,2.9,0,0,0,0
901,297.84000000000003,"Laptop Computer, Intel Celeron Processor, 8GB DDR4 RAM/256GB SSD, 14 Inch FHD 1920x1080 Display, Notebook PC, 2.4G/5G WiFi and Bluetooth 5.1",256  SSD,2,ECOHERO,Gamma,Intel,Laptop,ddr4,SSD,Intel,14.0,1920.0,1080.0,1.2972731199999998,0,other,16.0,Intel,Other,Other,2,Laptop,Other,5.0,0,0,0,0
